"GEO_ID","NAME","total_pop","P001002","white_pop","black_pop","P001005","asian_pop","P001007","P001008","P001009","P001010","P001011","P001012","P001013","P001014","P001015","P001016","P001017","P001018","P001019","P001020","P001021","P001022","P001023","P001024","P001025","P001026","P001027","P001028","P001029","P001030","P001031","P001032","P001033","P001034","P001035","P001036","P001037","P001038","P001039","P001040","P001041","P001042","P001043","P001044","P001045","P001046","P001047","P001048","P001049","P001050","P001051","P001052","P001053","P001054","P001055","P001056","P001057","P001058","P001059","P001060","P001061","P001062","P001063","P001064","P001065","P001066","P001067","P001068","P001069","P001070","P001071"
"1400000US42101001400","Census Tract 14, Philadelphia County, Pennsylvania","","3840","","","7","","1","77","110","102","31","11","30","0","8","10","5","1","2","1","0","0","1","2","0","7","3","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101001500","Census Tract 15, Philadelphia County, Pennsylvania","","2634","","","0","","2","37","74","67","22","2","23","1","9","6","1","0","1","0","0","0","1","1","0","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101001600","Census Tract 16, Philadelphia County, Pennsylvania","","2112","","","3","","2","28","80","71","21","0","32","0","7","6","1","0","1","0","0","0","0","3","0","8","5","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101001700","Census Tract 17, Philadelphia County, Pennsylvania","","2586","","","4","","1","39","61","58","18","5","29","1","0","2","1","0","0","0","0","0","0","2","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101001800","Census Tract 18, Philadelphia County, Pennsylvania","","2799","","","2","","0","42","74","64","26","5","22","0","5","6","0","0","0","0","0","0","0","0","0","9","8","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101001900","Census Tract 19, Philadelphia County, Pennsylvania","","2652","","","8","","3","67","69","67","17","10","11","0","11","8","3","0","5","0","0","1","0","0","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101002000","Census Tract 20, Philadelphia County, Pennsylvania","","2029","","","8","","0","22","63","51","15","2","1","0","1","25","4","0","3","0","0","0","0","0","0","11","9","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101002100","Census Tract 21, Philadelphia County, Pennsylvania","","1971","","","7","","1","52","65","55","16","4","4","0","7","11","4","1","7","0","0","0","0","0","1","10","4","1","0","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101002200","Census Tract 22, Philadelphia County, Pennsylvania","","2198","","","10","","0","89","83","65","29","1","7","0","2","6","2","0","15","0","0","0","0","2","1","18","14","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101002300","Census Tract 23, Philadelphia County, Pennsylvania","","2619","","","3","","1","257","63","60","22","3","12","3","8","3","4","0","2","0","0","0","1","2","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101002400","Census Tract 24, Philadelphia County, Pennsylvania","","4988","","","55","","4","432","141","130","27","11","44","1","22","4","10","2","0","0","0","0","6","3","0","10","5","2","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101002500","Census Tract 25, Philadelphia County, Pennsylvania","","3658","","","10","","2","96","111","102","33","9","21","0","16","12","1","1","2","1","0","0","0","6","0","7","1","0","0","2","0","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1400000US42101002701","Census Tract 27.01, Philadelphia County, Pennsylvania","","3743","","","32","","0","490","131","123","26","3","21","0","25","5","5","1","2","2","0","3","3","27","0","6","3","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101002702","Census Tract 27.02, Philadelphia County, Pennsylvania","","3502","","","1","","0","40","64","52","17","12","15","0","5","1","2","0","0","0","0","0","0","0","0","12","4","0","0","4","0","1","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101002801","Census Tract 28.01, Philadelphia County, Pennsylvania","","4166","","","44","","0","729","158","148","24","22","16","1","53","1","18","0","7","3","0","2","0","1","0","9","0","1","0","0","2","0","0","0","2","0","0","0","3","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101002802","Census Tract 28.02, Philadelphia County, Pennsylvania","","5425","","","6","","1","415","114","107","15","7","24","2","45","1","1","0","4","1","0","1","0","6","0","6","0","3","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1400000US42101002900","Census Tract 29, Philadelphia County, Pennsylvania","","4015","","","2","","0","106","126","122","32","9","41","6","19","0","5","1","0","0","0","0","0","8","1","3","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101003001","Census Tract 30.01, Philadelphia County, Pennsylvania","","4509","","","11","","9","208","155","147","19","4","32","2","17","8","10","0","7","11","0","0","12","25","0","8","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101003002","Census Tract 30.02, Philadelphia County, Pennsylvania","","3107","","","17","","1","164","93","81","16","7","7","0","5","19","4","1","8","1","0","5","3","0","5","12","7","2","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101003100","Census Tract 31, Philadelphia County, Pennsylvania","","4355","","","18","","7","57","82","72","32","2","1","0","6","16","2","1","9","0","0","0","0","3","0","10","8","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101003200","Census Tract 32, Philadelphia County, Pennsylvania","","4743","","","13","","1","47","132","107","45","2","3","0","3","37","9","1","7","0","0","0","0","0","0","22","15","0","0","0","0","0","0","0","0","0","5","0","1","0","0","1","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101003300","Census Tract 33, Philadelphia County, Pennsylvania","","6015","","","21","","0","72","147","131","60","7","5","0","6","24","13","1","5","1","1","2","0","4","2","16","7","4","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101003600","Census Tract 36, Philadelphia County, Pennsylvania","","6563","","","25","","2","124","160","145","41","6","19","6","7","17","11","4","17","2","0","1","3","10","1","14","4","1","4","1","0","0","0","0","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1400000US42101003701","Census Tract 37.01, Philadelphia County, Pennsylvania","","6438","","","18","","2","87","171","149","41","6","16","1","7","11","18","0","13","0","0","0","5","28","3","20","7","0","0","2","0","0","0","1","3","0","0","0","0","1","1","3","0","2","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101003702","Census Tract 37.02, Philadelphia County, Pennsylvania","","3582","","","5","","1","74","125","106","51","2","16","1","6","5","10","0","4","1","0","0","6","4","0","15","10","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101003800","Census Tract 38, Philadelphia County, Pennsylvania","","3847","","","7","","0","33","51","44","13","5","14","0","8","1","1","0","0","2","0","0","0","0","0","7","1","0","0","0","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101003901","Census Tract 39.01, Philadelphia County, Pennsylvania","","5920","","","16","","4","166","142","129","28","7","29","3","31","6","6","0","1","0","0","5","3","9","1","6","4","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0"
"1400000US42101003902","Census Tract 39.02, Philadelphia County, Pennsylvania","","5449","","","4","","0","21","58","54","14","11","20","0","6","1","1","0","1","0","0","0","0","0","0","4","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101004001","Census Tract 40.01, Philadelphia County, Pennsylvania","","4153","","","13","","6","139","106","101","27","8","17","7","37","1","0","0","1","0","0","0","3","0","0","5","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101004002","Census Tract 40.02, Philadelphia County, Pennsylvania","","4936","","","5","","1","56","62","59","22","2","17","2","12","1","0","0","0","0","0","0","2","1","0","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101004101","Census Tract 41.01, Philadelphia County, Pennsylvania","","5975","","","40","","9","737","268","248","30","16","35","1","62","11","11","1","22","1","0","0","10","46","2","17","10","0","0","1","0","3","0","0","2","0","0","0","0","0","1","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101004102","Census Tract 41.02, Philadelphia County, Pennsylvania","","7566","","","24","","11","680","282","268","61","23","49","8","47","18","8","0","21","1","0","7","5","17","3","13","4","1","0","6","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101004201","Census Tract 42.01, Philadelphia County, Pennsylvania","","5010","","","3","","1","106","95","80","24","6","15","4","12","1","6","1","3","3","0","0","0","5","0","13","7","0","0","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1400000US42101004202","Census Tract 42.02, Philadelphia County, Pennsylvania","","4785","","","9","","2","91","140","131","24","15","46","3","19","2","5","0","3","0","0","2","1","11","0","9","3","0","0","2","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101005000","Census Tract 50, Philadelphia County, Pennsylvania","","13","","","0","","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101005400","Census Tract 54, Philadelphia County, Pennsylvania","","1281","","","3","","6","25","33","30","10","0","1","1","6","6","2","0","4","0","0","0","0","0","0","3","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101005500","Census Tract 55, Philadelphia County, Pennsylvania","","5488","","","9","","1","59","147","125","49","4","1","1","2","35","18","0","9","1","0","0","0","4","1","22","16","1","1","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101005600","Census Tract 56, Philadelphia County, Pennsylvania","","1080","","","3","","1","1","31","28","13","1","0","0","0","4","2","1","4","0","0","0","2","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101006000","Census Tract 60, Philadelphia County, Pennsylvania","","6328","","","28","","0","114","122","114","29","11","1","1","3","26","7","9","6","4","1","0","4","10","2","7","6","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1400000US42101006100","Census Tract 61, Philadelphia County, Pennsylvania","","3064","","","6","","0","26","59","55","21","3","4","0","0","7","2","8","6","0","0","0","3","1","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
