"GEO_ID","NAME","P001001","P001002","P001003","P001004","P001005","P001006","P001007","P001008","P001009","P001010","P001011","P001012","P001013","P001014","P001015","P001016","P001017","P001018","P001019","P001020","P001021","P001022","P001023","P001024","P001025","P001026","P001027","P001028","P001029","P001030","P001031","P001032","P001033","P001034","P001035","P001036","P001037","P001038","P001039","P001040","P001041","P001042","P001043","P001044","P001045","P001046","P001047","P001048","P001049","P001050","P001051","P001052","P001053","P001054","P001055","P001056","P001057","P001058","P001059","P001060","P001061","P001062","P001063","P001064","P001065","P001066","P001067","P001068","P001069","P001070","P001071"
"1400000US42101000803","Census Tract 8.03, Philadelphia County, Pennsylvania","3601","3519","2983","75","2","443","3","13","82","79","13","3","36","0","6","2","0","0","0","2","0","0","14","3","0","3","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101000804","Census Tract 8.04, Philadelphia County, Pennsylvania","3609","3536","2985","99","1","424","1","26","73","68","17","13","29","0","7","0","0","0","0","0","0","0","0","2","0","5","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101000901","Census Tract 9.01, Philadelphia County, Pennsylvania","2276","2200","1580","223","4","352","1","40","76","71","13","6","39","1","7","3","0","0","0","0","0","0","0","2","0","4","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101000902","Census Tract 9.02, Philadelphia County, Pennsylvania","2773","2703","1869","172","3","640","2","17","70","60","12","1","29","2","9","2","2","0","0","0","0","0","0","3","0","10","8","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101001001","Census Tract 10.01, Philadelphia County, Pennsylvania","2603","2568","2348","70","0","132","0","18","35","30","8","4","12","1","2","0","0","1","0","0","0","0","2","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101001002","Census Tract 10.02, Philadelphia County, Pennsylvania","3612","3538","3184","94","5","220","2","33","74","69","13","5","34","0","6","3","2","0","0","1","0","0","0","5","0","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101001101","Census Tract 11.01, Philadelphia County, Pennsylvania","3586","3489","2885","348","3","229","3","21","97","87","22","17","22","1","3","11","1","0","6","1","0","0","1","2","0","8","5","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101001102","Census Tract 11.02, Philadelphia County, Pennsylvania","2659","2573","2228","134","3","187","1","20","86","78","19","4","30","0","9","3","1","0","4","0","0","0","0","8","0","8","6","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101001201","Census Tract 12.01, Philadelphia County, Pennsylvania","3778","3692","3343","87","6","222","1","33","86","78","17","11","41","0","4","0","1","0","0","0","0","0","2","2","0","8","1","3","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101001202","Census Tract 12.02, Philadelphia County, Pennsylvania","5137","4999","4330","291","9","321","3","45","138","131","30","17","65","0","9","3","1","0","1","0","0","0","4","1","0","7","5","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101001300","Census Tract 13, Philadelphia County, Pennsylvania","4942","4780","2886","1583","13","243","1","54","162","146","52","7","42","1","11","8","14","1","8","0","0","0","0","2","0","16","6","4","0","2","0","0","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101001400","Census Tract 14, Philadelphia County, Pennsylvania","3950","3840","2499","1034","7","222","1","77","110","102","31","11","30","0","8","10","5","1","2","1","0","0","1","2","0","7","3","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101001500","Census Tract 15, Philadelphia County, Pennsylvania","2708","2634","1952","458","0","185","2","37","74","67","22","2","23","1","9","6","1","0","1","0","0","0","1","1","0","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101001600","Census Tract 16, Philadelphia County, Pennsylvania","2192","2112","1871","113","3","95","2","28","80","71","21","0","32","0","7","6","1","0","1","0","0","0","0","3","0","8","5","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101001700","Census Tract 17, Philadelphia County, Pennsylvania","2647","2586","2282","163","4","97","1","39","61","58","18","5","29","1","0","2","1","0","0","0","0","0","0","2","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101001800","Census Tract 18, Philadelphia County, Pennsylvania","2873","2799","2022","559","2","174","0","42","74","64","26","5","22","0","5","6","0","0","0","0","0","0","0","0","0","9","8","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101001900","Census Tract 19, Philadelphia County, Pennsylvania","2721","2652","1345","1108","8","121","3","67","69","67","17","10","11","0","11","8","3","0","5","0","0","1","0","0","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101002000","Census Tract 20, Philadelphia County, Pennsylvania","2092","2029","132","1831","8","36","0","22","63","51","15","2","1","0","1","25","4","0","3","0","0","0","0","0","0","11","9","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101002100","Census Tract 21, Philadelphia County, Pennsylvania","2036","1971","269","1630","7","12","1","52","65","55","16","4","4","0","7","11","4","1","7","0","0","0","0","0","1","10","4","1","0","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101002200","Census Tract 22, Philadelphia County, Pennsylvania","2281","2198","597","1405","10","97","0","89","83","65","29","1","7","0","2","6","2","0","15","0","0","0","0","2","1","18","14","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101002300","Census Tract 23, Philadelphia County, Pennsylvania","2682","2619","1847","128","3","383","1","257","63","60","22","3","12","3","8","3","4","0","2","0","0","0","1","2","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101002400","Census Tract 24, Philadelphia County, Pennsylvania","5129","4988","3230","453","55","814","4","432","141","130","27","11","44","1","22","4","10","2","0","0","0","0","6","3","0","10","5","2","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101002500","Census Tract 25, Philadelphia County, Pennsylvania","3769","3658","1932","1350","10","268","2","96","111","102","33","9","21","0","16","12","1","1","2","1","0","0","0","6","0","7","1","0","0","2","0","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1400000US42101002701","Census Tract 27.01, Philadelphia County, Pennsylvania","3874","3743","1330","885","32","1006","0","490","131","123","26","3","21","0","25","5","5","1","2","2","0","3","3","27","0","6","3","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101002702","Census Tract 27.02, Philadelphia County, Pennsylvania","3566","3502","3232","128","1","101","0","40","64","52","17","12","15","0","5","1","2","0","0","0","0","0","0","0","0","12","4","0","0","4","0","1","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101002801","Census Tract 28.01, Philadelphia County, Pennsylvania","4324","4166","1677","349","44","1367","0","729","158","148","24","22","16","1","53","1","18","0","7","3","0","2","0","1","0","9","0","1","0","0","2","0","0","0","2","0","0","0","3","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101002802","Census Tract 28.02, Philadelphia County, Pennsylvania","5539","5425","3854","74","6","1075","1","415","114","107","15","7","24","2","45","1","1","0","4","1","0","1","0","6","0","6","0","3","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1400000US42101002900","Census Tract 29, Philadelphia County, Pennsylvania","4141","4015","3495","106","2","306","0","106","126","122","32","9","41","6","19","0","5","1","0","0","0","0","0","8","1","3","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101003001","Census Tract 30.01, Philadelphia County, Pennsylvania","4664","4509","964","1024","11","2293","9","208","155","147","19","4","32","2","17","8","10","0","7","11","0","0","12","25","0","8","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101003002","Census Tract 30.02, Philadelphia County, Pennsylvania","3200","3107","588","2007","17","330","1","164","93","81","16","7","7","0","5","19","4","1","8","1","0","5","3","0","5","12","7","2","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101003100","Census Tract 31, Philadelphia County, Pennsylvania","4437","4355","220","3862","18","191","7","57","82","72","32","2","1","0","6","16","2","1","9","0","0","0","0","3","0","10","8","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101003200","Census Tract 32, Philadelphia County, Pennsylvania","4875","4743","207","4431","13","44","1","47","132","107","45","2","3","0","3","37","9","1","7","0","0","0","0","0","0","22","15","0","0","0","0","0","0","0","0","0","5","0","1","0","0","1","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101003300","Census Tract 33, Philadelphia County, Pennsylvania","6162","6015","1614","4073","21","235","0","72","147","131","60","7","5","0","6","24","13","1","5","1","1","2","0","4","2","16","7","4","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101003600","Census Tract 36, Philadelphia County, Pennsylvania","6723","6563","1475","4029","25","908","2","124","160","145","41","6","19","6","7","17","11","4","17","2","0","1","3","10","1","14","4","1","4","1","0","0","0","0","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1400000US42101003701","Census Tract 37.01, Philadelphia County, Pennsylvania","6609","6438","591","4888","18","852","2","87","171","149","41","6","16","1","7","11","18","0","13","0","0","0","5","28","3","20","7","0","0","2","0","0","0","1","3","0","0","0","0","1","1","3","0","2","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101003702","Census Tract 37.02, Philadelphia County, Pennsylvania","3707","3582","1052","1752","5","698","1","74","125","106","51","2","16","1","6","5","10","0","4","1","0","0","6","4","0","15","10","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101003800","Census Tract 38, Philadelphia County, Pennsylvania","3898","3847","3539","72","7","196","0","33","51","44","13","5","14","0","8","1","1","0","0","2","0","0","0","0","0","7","1","0","0","0","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101003901","Census Tract 39.01, Philadelphia County, Pennsylvania","6062","5920","4040","590","16","1104","4","166","142","129","28","7","29","3","31","6","6","0","1","0","0","5","3","9","1","6","4","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0"
"1400000US42101003902","Census Tract 39.02, Philadelphia County, Pennsylvania","5507","5449","5325","19","4","80","0","21","58","54","14","11","20","0","6","1","1","0","1","0","0","0","0","0","0","4","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101004001","Census Tract 40.01, Philadelphia County, Pennsylvania","4259","4153","3380","98","13","517","6","139","106","101","27","8","17","7","37","1","0","0","1","0","0","0","3","0","0","5","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101004002","Census Tract 40.02, Philadelphia County, Pennsylvania","4998","4936","4640","25","5","209","1","56","62","59","22","2","17","2","12","1","0","0","0","0","0","0","2","1","0","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101004101","Census Tract 41.01, Philadelphia County, Pennsylvania","6243","5975","1767","1325","40","2097","9","737","268","248","30","16","35","1","62","11","11","1","22","1","0","0","10","46","2","17","10","0","0","1","0","3","0","0","2","0","0","0","0","0","1","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101004102","Census Tract 41.02, Philadelphia County, Pennsylvania","7848","7566","3635","841","24","2375","11","680","282","268","61","23","49","8","47","18","8","0","21","1","0","7","5","17","3","13","4","1","0","6","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101004201","Census Tract 42.01, Philadelphia County, Pennsylvania","5105","5010","4174","290","3","436","1","106","95","80","24","6","15","4","12","1","6","1","3","3","0","0","0","5","0","13","7","0","0","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1400000US42101004202","Census Tract 42.02, Philadelphia County, Pennsylvania","4925","4785","3881","258","9","544","2","91","140","131","24","15","46","3","19","2","5","0","3","0","0","2","1","11","0","9","3","0","0","2","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101005000","Census Tract 50, Philadelphia County, Pennsylvania","13","13","8","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101005400","Census Tract 54, Philadelphia County, Pennsylvania","1314","1281","167","1007","3","73","6","25","33","30","10","0","1","1","6","6","2","0","4","0","0","0","0","0","0","3","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101005500","Census Tract 55, Philadelphia County, Pennsylvania","5635","5488","750","4466","9","203","1","59","147","125","49","4","1","1","2","35","18","0","9","1","0","0","0","4","1","22","16","1","1","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101005600","Census Tract 56, Philadelphia County, Pennsylvania","1111","1080","96","938","3","41","1","1","31","28","13","1","0","0","0","4","2","1","4","0","0","0","2","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
