"GEO_ID","NAME","P002050","P002051","P002052","P002053","P002054","P002055","P002056","P002057","P002058","P002059","P002060","P002061","P002062","P002063","P002064","P002065","P002066","P002067","P002068","P002069","P002070","P002071","P002072","P002073","P002049","P002001","hisp_pop","non_hisp_pop","P002004","P002005","P002006","P002007","P002008","P002009","P002010","P002011","P002012","P002013","P002014","P002015","P002016","P002017","P002018","P002019","P002020","P002021","P002022","P002023","P002024","P002025","P002026","P002027","P002028","P002029","P002030","P002031","P002032","P002033","P002034","P002035","P002036","P002037","P002038","P002039","P002040","P002041","P002042","P002043","P002044","P002045","P002046","P002047","P002048"
"1400000US42101000803","Census Tract 8.03, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3601","","","3412","2891","74","2","441","3","1","67","64","9","3","36","0","0","1","0","0","0","0","0","0","14","1","0","3","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"1400000US42101000804","Census Tract 8.04, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3609","","","3368","2835","98","1","424","1","9","62","59","15","12","29","0","1","0","0","0","0","0","0","0","0","2","0","3","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101000901","Census Tract 9.01, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2276","","","2111","1528","215","4","348","1","15","71","67","12","5","39","1","5","3","0","0","0","0","0","0","0","2","0","3","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101000902","Census Tract 9.02, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2773","","","2604","1793","170","2","639","0","0","57","50","9","1","28","2","5","1","2","0","0","0","0","0","0","2","0","7","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101001001","Census Tract 10.01, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2603","","","2498","2294","67","0","130","0","7","33","29","8","4","12","1","1","0","0","1","0","0","0","0","2","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101001002","Census Tract 10.02, Philadelphia County, Pennsylvania","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3612","","","3429","3103","93","4","220","1","8","63","58","13","5","31","0","4","3","1","0","0","0","0","0","0","1","0","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101001101","Census Tract 11.01, Philadelphia County, Pennsylvania","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3586","","","3340","2765","337","2","227","2","7","84","75","18","17","21","1","0","10","1","0","4","0","0","0","1","2","0","8","5","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1400000US42101001102","Census Tract 11.02, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2659","","","2479","2155","130","3","186","1","4","71","65","19","4","30","0","2","3","1","0","1","0","0","0","0","5","0","6","5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"1400000US42101001201","Census Tract 12.01, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3778","","","3558","3238","85","3","222","1","9","75","70","17","8","39","0","1","0","1","0","0","0","0","0","2","2","0","5","0","1","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101001202","Census Tract 12.02, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5137","","","4756","4131","283","6","319","3","14","119","114","26","13","64","0","1","3","1","0","1","0","0","0","4","1","0","5","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101001300","Census Tract 13, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4942","","","4614","2780","1564","13","243","1","13","146","131","49","6","42","1","4","8","14","1","4","0","0","0","0","2","0","15","6","4","0","2","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0"
"1400000US42101001400","Census Tract 14, Philadelphia County, Pennsylvania","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3950","","","3651","2386","1023","7","218","1","16","91","83","28","10","28","0","1","7","4","1","1","1","0","0","1","1","0","7","3","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101001500","Census Tract 15, Philadelphia County, Pennsylvania","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2708","","","2485","1841","451","0","184","1","8","51","47","15","1","23","1","0","4","1","0","0","0","0","0","1","1","0","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101001600","Census Tract 16, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2192","","","2009","1797","107","3","94","2","6","63","59","18","0","32","0","1","6","1","0","1","0","0","0","0","0","0","4","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101001700","Census Tract 17, Philadelphia County, Pennsylvania","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2647","","","2491","2217","161","1","97","1","14","56","53","17","5","29","1","0","0","1","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101001800","Census Tract 18, Philadelphia County, Pennsylvania","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2873","","","2681","1959","535","2","173","0","12","59","54","22","5","20","0","1","6","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1400000US42101001900","Census Tract 19, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2721","","","2476","1258","1089","6","116","3","4","51","49","17","8","11","0","0","8","3","0","0","0","0","1","0","0","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101002000","Census Tract 20, Philadelphia County, Pennsylvania","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2092","","","1965","116","1799","7","35","0","8","57","45","12","2","1","0","0","25","4","0","1","0","0","0","0","0","0","11","9","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0"
"1400000US42101002100","Census Tract 21, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2036","","","1881","240","1620","6","11","1","3","47","42","15","3","4","0","3","11","2","1","2","0","0","0","0","0","1","5","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101002200","Census Tract 22, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2281","","","2039","557","1376","6","97","0","3","67","52","24","1","6","0","1","6","2","0","11","0","0","0","0","1","0","15","14","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101002300","Census Tract 23, Philadelphia County, Pennsylvania","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2682","","","2256","1737","123","3","382","1","10","50","47","20","3","12","3","0","3","1","0","2","0","0","0","1","2","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101002400","Census Tract 24, Philadelphia County, Pennsylvania","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5129","","","4116","2878","422","3","802","2","9","101","93","21","11","36","1","0","4","9","2","0","0","0","0","6","3","0","7","3","2","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1400000US42101002500","Census Tract 25, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","3769","","","3404","1815","1316","3","261","0","9","72","65","20","5","21","0","1","12","1","1","0","1","0","0","0","3","0","6","1","0","0","2","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0"
"1400000US42101002701","Census Tract 27.01, Philadelphia County, Pennsylvania","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3874","","","2996","1117","852","10","1002","0","15","78","74","20","2","21","0","0","4","2","1","1","2","0","1","3","17","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101002702","Census Tract 27.02, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3566","","","3365","3133","125","1","100","0","6","53","47","16","12","14","0","2","1","2","0","0","0","0","0","0","0","0","6","4","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101002801","Census Tract 28.01, Philadelphia County, Pennsylvania","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4324","","","2989","1282","325","15","1360","0","7","79","74","22","12","11","1","6","1","17","0","0","3","0","0","0","1","0","4","0","0","0","0","1","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0"
"1400000US42101002802","Census Tract 28.02, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","5539","","","4735","3588","72","5","1059","1","10","65","59","14","6","22","2","4","1","1","0","2","1","0","0","0","6","0","5","0","3","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"1400000US42101002900","Census Tract 29, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4141","","","3774","3358","102","2","301","0","11","105","103","31","8","41","6","3","0","5","1","0","0","0","0","0","7","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101003001","Census Tract 30.01, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4664","","","4204","888","1015","3","2277","5","16","122","115","15","4","30","2","1","8","10","0","0","11","0","0","12","22","0","7","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"1400000US42101003002","Census Tract 30.02, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3200","","","2868","533","1980","16","330","1","8","69","59","15","5","5","0","0","19","3","1","4","1","0","0","1","0","5","10","7","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1400000US42101003100","Census Tract 31, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4437","","","4247","192","3845","10","190","7","3","68","60","30","2","1","0","3","14","1","1","7","0","0","0","0","1","0","8","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101003200","Census Tract 32, Philadelphia County, Pennsylvania","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4875","","","4655","197","4399","11","44","1","3","120","98","44","1","2","0","3","37","9","1","1","0","0","0","0","0","0","21","14","0","0","0","0","0","0","0","0","0","5","0","1","0","0","1","0","0","0","0"
"1400000US42101003300","Census Tract 33, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6162","","","5845","1573","4018","20","227","0","7","120","110","58","5","5","0","1","22","13","0","1","1","1","0","0","2","1","10","5","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101003600","Census Tract 36, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","6723","","","6274","1404","3946","11","904","2","7","127","117","41","5","19","4","1","14","11","4","4","2","0","0","3","8","1","9","2","1","4","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1400000US42101003701","Census Tract 37.01, Philadelphia County, Pennsylvania","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","6609","","","6201","506","4843","9","838","2","3","140","123","36","6","14","1","2","11","13","0","6","0","0","0","5","27","2","15","7","0","0","0","0","0","0","1","1","0","0","0","0","1","1","3","0","1","0","0"
"1400000US42101003702","Census Tract 37.02, Philadelphia County, Pennsylvania","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3707","","","3410","988","1722","2","693","1","4","111","93","48","2","16","1","1","5","10","0","0","1","0","0","6","3","0","14","9","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0"
"1400000US42101003800","Census Tract 38, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3898","","","3738","3465","68","7","196","0","2","42","36","11","5","13","0","3","1","1","0","0","2","0","0","0","0","0","6","0","0","0","0","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101003901","Census Tract 39.01, Philadelphia County, Pennsylvania","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","2","6062","","","5575","3886","564","12","1103","4","6","103","90","23","7","26","3","14","5","5","0","0","0","0","0","3","4","0","6","4","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0"
"1400000US42101003902","Census Tract 39.02, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5507","","","5364","5263","17","3","80","0","1","44","44","7","10","20","0","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101004001","Census Tract 40.01, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4259","","","3842","3220","89","13","510","4","6","65","60","24","5","16","7","4","1","0","0","0","0","0","0","3","0","0","5","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101004002","Census Tract 40.02, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4998","","","4748","4507","25","4","208","0","4","42","40","15","2","17","2","1","1","0","0","0","0","0","0","2","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101004101","Census Tract 41.01, Philadelphia County, Pennsylvania","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6243","","","4805","1419","1281","15","2072","9","9","150","139","28","12","34","1","5","10","11","1","1","1","0","0","10","25","0","10","7","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101004102","Census Tract 41.02, Philadelphia County, Pennsylvania","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","7848","","","6541","3351","803","14","2355","10","8","182","176","58","17","49","8","3","16","8","0","4","0","0","0","5","8","0","5","3","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
